
1|1|2048 x 1080|23.608
1|1|2048 x 1080|23.0532
1|1|2048 x 1080|23.2526
1|1|2048 x 1080|23.5461
1|2|2048 x 1080|23.3843
1|2|2048 x 1080|23.3053
1|2|2048 x 1080|23.1614
1|2|2048 x 1080|23.3565
1|4|2048 x 1080|23.2533
1|4|2048 x 1080|24.3563
1|4|2048 x 1080|23.317
1|4|2048 x 1080|23.2071
1|8|2048 x 1080|23.2414
1|8|2048 x 1080|23.3413
1|8|2048 x 1080|23.1844
1|8|2048 x 1080|23.2611
2|1|2048 x 1080|22.749
2|1|2048 x 1080|22.58
2|1|2048 x 1080|22.5967
2|1|2048 x 1080|22.4382
2|2|2048 x 1080|15.6
2|2|2048 x 1080|15.5023
2|2|2048 x 1080|15.3149
2|2|2048 x 1080|15.3233
2|4|2048 x 1080|14.2781
2|4|2048 x 1080|13.9781
2|4|2048 x 1080|14.2416
2|4|2048 x 1080|14.1597
2|8|2048 x 1080|13.5124
2|8|2048 x 1080|13.5361
2|8|2048 x 1080|13.4867
2|8|2048 x 1080|13.5867
4|1|2048 x 1080|14.9977
4|1|2048 x 1080|14.8593
4|1|2048 x 1080|14.9148
4|1|2048 x 1080|15.2538
4|2|2048 x 1080|9.81688
4|2|2048 x 1080|9.30263
4|2|2048 x 1080|10.0067
4|2|2048 x 1080|9.49314
4|4|2048 x 1080|9.44493
4|4|2048 x 1080|9.43712
4|4|2048 x 1080|8.76388
4|4|2048 x 1080|9.54634
4|8|2048 x 1080|8.67023
4|8|2048 x 1080|8.39598
4|8|2048 x 1080|8.09321
4|8|2048 x 1080|9.61504
8|1|2048 x 1080|9.53185
8|1|2048 x 1080|10.7318
8|1|2048 x 1080|10.0958
8|1|2048 x 1080|9.82861
8|2|2048 x 1080|8.40554
8|2|2048 x 1080|8.57381
8|2|2048 x 1080|9.40845
8|2|2048 x 1080|15.4395
8|2|2048 x 1080|9.11581
8|4|2048 x 1080|8.77916
8|4|2048 x 1080|9.04246
8|4|2048 x 1080|9.0934
8|4|2048 x 1080|8.79496
8|8|2048 x 1080|9.08077
8|8|2048 x 1080|8.58912
8|8|2048 x 1080|8.23975
8|8|2048 x 1080|7.73062
16|1|2048 x 1080|8.56961
16|1|2048 x 1080|8.56278
16|1|2048 x 1080|7.98473
16|1|2048 x 1080|8.77325
16|2|2048 x 1080|8.5537
16|2|2048 x 1080|9.03196
16|2|2048 x 1080|8.97478
16|2|2048 x 1080|8.83072
16|4|2048 x 1080|8.07237
16|4|2048 x 1080|8.37374
16|4|2048 x 1080|8.59877
16|4|2048 x 1080|8.54458
16|8|2048 x 1080|8.10317
16|8|2048 x 1080|8.16813
16|8|2048 x 1080|10.1077
16|8|2048 x 1080|9.47172
32|1|2048 x 1080|8.54708
32|1|2048 x 1080|8.4324
32|1|2048 x 1080|8.11399
32|1|2048 x 1080|7.63142
32|2|2048 x 1080|7.80806
32|2|2048 x 1080|7.68514
32|2|2048 x 1080|8.12891
32|2|2048 x 1080|7.95447
32|4|2048 x 1080|8.40524
32|4|2048 x 1080|7.92108
32|4|2048 x 1080|7.71234
32|4|2048 x 1080|7.93077
32|8|2048 x 1080|7.86083
32|8|2048 x 1080|7.68595
32|8|2048 x 1080|7.64365
32|8|2048 x 1080|7.61636
1|16|2048 x 1080|23.6633
1|16|2048 x 1080|23.1768
1|16|2048 x 1080|23.669
1|16|2048 x 1080|23.2632
2|16|2048 x 1080|12.9061
2|16|2048 x 1080|12.2277
2|16|2048 x 1080|11.9253
2|16|2048 x 1080|12.2812
4|16|2048 x 1080|6.97457
4|16|2048 x 1080|7.19602
4|16|2048 x 1080|7.0871
4|16|2048 x 1080|6.99146
8|16|2048 x 1080|6.76396
8|16|2048 x 1080|6.94139
8|16|2048 x 1080|6.66059
8|16|2048 x 1080|6.87738
16|16|2048 x 1080|6.84319
16|16|2048 x 1080|6.87748
16|16|2048 x 1080|6.75779
16|16|2048 x 1080|6.93549
32|16|2048 x 1080|6.74971
32|16|2048 x 1080|6.82113
32|16|2048 x 1080|6.76531
32|16|2048 x 1080|6.81513
4|1|1000 x 1000|5.75645
