1|160|5.5476
1|160|5.5187
1|160|5.6732
1|160|5.6231
2|84|4.3845 
2|84|4.3913
2|84|4.3742
2|84|4.4022
4|46|4.0126
4|46|4.0708
4|46|3.9801
4|46|4.0342
8|23|3.2675
8|23|3.2323
8|23|3.2678
8|23|3.2901
16|11|3.3670
16|11|3.3289
16|11|3.3187
16|11|3.3385
